id;category_id;title;condition;car_year;brand;model;version;engine;engine_power;doors;km;fuel_type;traction_control;passenger_capacity;transmission;currency;price;seller_id;seller_nickname;is_car_shop;seller_country;seller_state;seller_city;seller_neighborhood
MLA1629373814;MLA1744;Toyota Hilux 1998 2.8 D/cab 4x4 D Dlx;Usado;1998;Toyota;Hilux;2.8 D/cab 4x4 D Dlx;2.8;177 hp;4;460000 km;Diésel;4x4;5;Manual;USD;11500;99653111;CFLORES1914;FALSO;Argentina;Bs.As. Costa Atlántica;Mar del Plata;
MLA1616917502;MLA1744;Toyota Hilux Sw4 Srv At 5 Asientos Cuero Lesbleus;Usado;2006;Toyota;SW4;3.0 Srv Cuero At;3.0;125 hp;5;320000 km;Diésel;4x2;7;Automática;USD;16900;73954263;LESBLEUS_PEUGEOT;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;Florida
MLA1400948563;MLA1744;Toyota Hilux 4x4 Dc Srx At;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;57254000;191745569;TOYOTA PANAMERICANA-AUTO;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Tigre;El Talar de Pacheco
MLA1657925036;MLA1744;Toyota Hilux 2016 2.8 Cd Srx 177cv 4x4;Usado;2016;Toyota;Hilux;2.8 Cd Srx 177cv 4x4;2.8;177 hp;4;68000 km;Diésel;4x4;5;Manual;USD;29000;78122477;GFF05;FALSO;Argentina;Bs.As. G.B.A. Oeste;Ituzaingó;Parque Leloir
MLA1643275516;MLA1744;Toyota Hilux 2008 3.0 I Srv Cab Doble 4x4 (2009);Usado;2008;Toyota;Hilux;3.0 I Srv Cab Doble 4x4 (2009);3.0;163 hp;4;219000 km;Eléctrico;4x4;5;Manual;USD;14990;256349566;FERRABODELON;FALSO;Argentina;Bs.As. G.B.A. Norte;Pilar;
MLA1634118016;MLA1744;Toyota Hilux 2.8 D/cab 4x4 D Sr5;Usado;1998;Toyota;Hilux;2.8 D/cab 4x4 D Sr5;2.8;177 hp;4;389000 km;Diésel;4x4;5;Manual;USD;13500;763192085;AUTOMATCH AUTOS;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;Villa Ballester
MLA1381365434;MLA1744;Toyota Hilux 2.8 Cd Srv 177cv 4x4 At ;Nuevo;2023;Toyota;Hilux;2.8 Cd Srv 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;43543250;1295853706;AUGUSTOKANSAIDIGITAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Palermo
MLA1644888132;MLA1744;Toyota Hilux Gr - S Iii Gr3 4x4 224cv 550nm;Usado;2022;Toyota;Hilux;2.4 Cd 150cv 4x2;2.4;150 hp;4;13000 km;Diésel;4x2;5;Manual;USD;46900;159890321;CASA8512567;FALSO;Argentina;Bs.As. G.B.A. Norte;Tigre;
MLA1629396350;MLA1744;Toyota Hilux Sr 4x4 At 204hp;Usado;2023;Toyota;Hilux;2.8 Cd Srv 177cv 4x4 At;2.8;177 hp;4;1111 km;Diésel;4x4;5;Automática;USD;33900;13786026;MJR®;FALSO;Argentina;Bs.As. G.B.A. Norte;Tigre;Nordelta
MLA1646416804;MLA1744;Toyota Hilux 2016 2.8 Cd Srv 177cv 4x2;Usado;2016;Toyota;Hilux;2.8 Cd Srv 177cv 4x2;2.8;177 hp;4;104000 km;Diésel;4x2;5;Manual;USD;24500;763192085;AUTOMATCH AUTOS;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;
MLA1642604464;MLA1744;Toyota Hilux 2.8 Cd Srv 177cv 4x4 At 2019 | 150.000 Km;Usado;2019;Toyota;Hilux;2.8 Cd Srv 177cv 4x4 At;2.8;177 hp;4;150000 km;Diésel;4x4;5;Automática;USD;26500;97536593;SAN FRANCISCO AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;Escobar;Ingeniero Maschwitz
MLA1631846594;MLA1744;Toyota Hilux Srx At 4x4 Srv Sr Dx Mt 4x2 Amarok V6 Extreme;Usado;2017;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;80000 km;Diésel;4x4;5;Automática;USD;26990;305691740;NICOLASRICC;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;Villa Maipú
MLA1402067657;MLA1744;Toyota Hilux 2.8 Cd Srv 177cv 4x2;Usado;2023;Toyota;Hilux;2.8 Cd Srv 177cv 4x2;2.8;177 hp;4;24000 km;Diésel;4x2;5;Manual;ARS;28900000;206361922;LOPCAR S.A.;FALSO;Argentina;Córdoba;Córdoba;Villa Cabrera
MLA1613894456;MLA1744;Toyota Hilux 2.8 Dc 4x4 Tdi Srv  2019;Usado;2019;Toyota;Hilux;2.8 Cd Srv 177cv 4x4;2.8;;4;63000 km;Diésel;;5;Manual;USD;31000;115745345;AUTONORTE-ESCOBAR;FALSO;Argentina;Bs.As. G.B.A. Norte;Escobar;Belén de Escobar
MLA1626433224;MLA1744;Toyota Hilux 2023 2.4 Cs Dx 150cv 4x4 - Escucho Oferta!;Usado;2023;Toyota;Hilux;2.4 Cs Dx 150cv 4x4;2.4;150 hp;4;1111 km;Diésel;4x4;5;Manual;ARS;37400000;640393759;PAPERINOSRL;FALSO;Argentina;Córdoba;Río Segundo;Pilar
MLA1396477829;MLA1744;Toyota Hilux Srv Automática 3.0 4x4;Usado;2006;Toyota;Hilux;3.0 D/cab 4x4 Srv Lim P/4;3.0;125 hp;4;185058 km;Diésel;4x4;3;Manual;USD;19000;520123113;PANAMER_SA;FALSO;Argentina;Bs.As. G.B.A. Norte;San Fernando;Victoria
MLA1394316069;MLA1744;Hilux 4x4 Dc Dx 2.4 Tdi 6 Mt E.f;Usado;2021;Toyota;Hilux;2.4 Cd Dx 150cv 4x4;2.4;150 hp;4;77270 km;Diésel;4x4;5;Manual;ARS;28000000;261703851;TOYOTA KANSAI_CABALLITO;VERDADERO;Argentina;Capital Federal;Capital Federal;Caballito
MLA1402783973;MLA1744;Toyota Hilux Srx Conquest 4x4 At ;Usado;2023;Toyota;Hilux;Srx Conquest 4x4 AT;2.8;177 hp;4;1111 km;Diésel;4x4;5;Automática;ARS;55000000;38786147;MAXPRO.COM.AR;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1565355576;MLA1744;Toyota Hilux 2023 Gr-s Ii 4x4 6at;Nuevo;2023;Toyota;Hilux;4.0 V6 Gr-s Ii 4x4 6at;4.0;238 hp;5;0 km;Nafta;4x4;5;Automática;USD;55000;1366795824;AUTOMOTOLANUSSELECCIONADOS;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;
MLA1400315165;MLA1744;Toyota Hilux Srv 4x2 Mt ;Usado;2017;Toyota;Hilux;2.8 Cd Srv 177cv 4x2;2.8;177 hp;4;127000 km;Diésel;4x2;5;Manual;ARS;22990000;206361922;LOPCAR S.A.;FALSO;Argentina;Córdoba;Córdoba;Villa Cabrera
MLA1400994593;MLA1744;Toyota Hilux 3.0 Sr 4x2 D/c Tdi 171cv;Usado;2013;Toyota;Hilux;3.0 Cd Sr I 171cv 4x2;3.0;171 hp;4;166000 km;Diésel;4x2;5;Manual;ARS;21390000;1015691511;AUTO ELITEBA;FALSO;Argentina;Capital Federal;Capital Federal;Colegiales
MLA1406100441;MLA1744;Toyota  Hilux D/cabina 2.4 Tdi Dx 4x4 Año 2018 ;Usado;2018;Toyota;Hilux;2.4 Cd Dx 150cv 4x4;2.4;150 hp;4;64000 km;Diésel;4x4;5;Manual;ARS;24500000;194457087;ORIO HNOSSA;VERDADERO;Argentina;Santa Fe;San Jerónimo;San Genaro
MLA1649874628;MLA1744;Toyota Hilux Sr;Usado;2012;Toyota;Hilux;3.0 Cd Sr I 171cv 4x2;3.0;171 hp;4;184000 km;Diésel;4x2;5;Manual;ARS;18000000;250351445;FRATELLI AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;Villa Lynch
MLA1644433256;MLA1744;Toyota Hilux Srx 4x4 At 2017 / Ciar Automotores;Usado;2017;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;85000 km;Diésel;4x4;5;Automática;USD;27990;751878433;CIAR AUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal;Versalles
MLA1405876585;MLA1744;Toyota Hilux Srv 4x4 At 0km;Nuevo;2023;Toyota;Hilux;2.8 Cd Srv 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;46000000;1542086218;SEGUROLAAUTOMOTORES;VERDADERO;Argentina;Capital Federal;Capital Federal;Villa Devoto
MLA1402620739;MLA1744;Toyota Hilux 4x4;Usado;2018;Toyota;Hilux;2.4 Cd Dx 150cv 4x4;2.4;150 hp;4;130000 km;Diésel;4x4;5;Manual;USD;22000;158350950;MATIASLABASTIE;FALSO;Argentina;Bs.As. G.B.A. Oeste;Moreno;San Patricio
MLA1622001134;MLA1744;Toyota Hilux 2.8 Cd Srx 177cv 4x4 At;Usado;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;500 km;Diésel;4x4;5;Automática;USD;43000;168893006;ROAR5729816;FALSO;Argentina;Bs.As. G.B.A. Oeste;Merlo;San Antonio de Padua
MLA1616634334;MLA1744;Toyota Hilux 2.8 Cd Srx 204cv 4x4;Nuevo;2022;Toyota;Hilux;2.8 cd Srx 204cv 4x4;2.8;177 hp;4;0 km;Diésel;4x4;5;Manual;USD;42000;1097813912;QRCARS;FALSO;Argentina;Capital Federal;Capital Federal;Liniers
MLA1399484443;MLA1744;Toyota Hilux 2.8 Cd Srx 177cv 4x4;Usado;2017;Toyota;Hilux;SRX 4X4;2.8;177 hp;5;80000 km;Diésel;4x4;5;Manual;ARS;31000000;206361922;LOPCAR S.A.;FALSO;Argentina;Córdoba;Córdoba;Villa Cabrera
MLA1631909682;MLA1744;Toyota Hilux 2019 2.8 Cd Srv 177cv 4x2;Usado;2019;Toyota;Hilux;2.8 Cd Srv 177cv 4x2;2.8;177 hp;4;92000 km;Diésel;4x2;5;Manual;USD;24500;95907474;SEBAYMAITO;FALSO;Argentina;Bs.As. G.B.A. Norte;Pilar;
MLA1548403508;MLA1744;Toyota Hilux 2.8 Cd Srx 177cv 4x4 At /// 2022 - 6.000km;Usado;2022;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;6000 km;Diésel;4x4;5;Automática;USD;45000;77745224;CAR.ANT;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro;Villa Adelina
MLA1620413560;MLA1744;Toyota Hilux Srx At 4x4 2021 Linea Nueva 204cv / Impecable!;Usado;2021;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;49000 km;Diésel;4x4;5;Automática;USD;36000;58663918;GVILLAMARIN01;FALSO;Argentina;Bs.As. G.B.A. Oeste;General Rodríguez;Terravista
MLA1655348906;MLA1744;Toyota Hilux 3.0 Cd Srv Cuero 171cv 4x2 4x4 Srx Sr Amarok Dx;Usado;2011;Toyota;Hilux;3.0 Cd Srv Cuero I 171cv 4x2;3.0;171 hp;4;140000 km;Diésel;4x2;5;Manual;USD;16990;305691740;NICOLASRICC;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;Villa Maipú
MLA1602964196;MLA1744;Toyota Hilux Srx 2.8 4x4 At;Usado;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;1000 km;Diésel;4x4;5;Automática;ARS;38500000;206361922;LOPCAR S.A.;FALSO;Argentina;Córdoba;Córdoba;Villa Cabrera
MLA1343898337;MLA1744;Toyota Hilux 4x4 Dc Srx 2.8 Tdi 6 At;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;60117000;1295853706;AUGUSTOKANSAIDIGITAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Palermo
MLA1656900128;MLA1744;Toyota Hilux 4x4 D/c Srx 2.8 Tdi 6 A/t 2023;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;57719000;533245087;TOYOTADELPILARAUTOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Pilar;Pilar
MLA1403331179;MLA1744;Toyota Hilux 2.8 Cd Srx 177cv At 4x4;Usado;2017;Toyota;Hilux;2.8 CD SRX 177CV AT 4X4;2.8;177 hp;4;79134 km;Diésel;4x4;5;Automática;ARS;31060000;649635069;KAVAK3;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas;
MLA1634929154;MLA1744;Toyota Hilux 2.4 Cd Dx 150cv Mt 4x4;Usado;2021;Toyota;Hilux;2.4 CD DX 150CV MT 4X4;2.4;150 hp;4;11041 km;Diésel;4x4;5;Manual;ARS;29700000;649635069;KAVAK3;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas;
MLA1634780334;MLA1744;Toyota Hilux 2.8 Cd Srx 177cv At 4x2;Usado;2020;Toyota;Hilux;2.8 CD SRX 177CV AT 4X2;2.8;177 hp;4;53000 km;Diésel;Trasera;5;Automática;ARS;32700000;649635069;KAVAK3;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas;
MLA1628244334;MLA1744;Toyota Hilux 2.8 Cd Srx 177cv 4x4 At;Usado;2022;Toyota;Hilux;Toyota Hilux 2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;1000 km;Diésel;4x4;5;Automática;USD;42900;777181112;ABASTOMOTORS.COM;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata;City Bell
MLA1617144392;MLA1744;Toyota Hilux Gr Sport 4x4 2.8tdi 224cv At Qr Cars;Nuevo;2023;Toyota;Hilux;2.8 Cd Gr-Sport 204Cv 4X4 At;2.8 204cv;;4;0 km;Diésel;4x4;;Automática;USD;48000;1097813912;QRCARS;FALSO;Argentina;Capital Federal;Capital Federal;Liniers
MLA1651132836;MLA1744;Toyota Hilux 2014 3.0 Cd Srv Cuero 171cv 4x2;Usado;2014;Toyota;Hilux;3.0 Cd Srv Cuero 171cv 4x2;3.0;171 hp;4;146000 km;Diésel;4x2;5;Manual;USD;19600;256349566;FERRABODELON;FALSO;Argentina;Bs.As. G.B.A. Norte;Pilar;
MLA1557153998;MLA1744;Toyota Hilux 2.8 Cd Sr 177cv 4x4 2021;Usado;2021;Toyota;Hilux;2.8 Cd Sr 177cv 4x4;2.8;;4;66000 km;Diésel;;;Manual;USD;31000;473553306;AUTOS.PILAR.PREMIUM;FALSO;Argentina;Bs.As. G.B.A. Norte;Pilar;Pilar
MLA1548476488;MLA1744;Toyota Hilux 2.4 Cs Dx 150cv 4x2;Usado;2023;Toyota;Hilux;2.4 Cs Dx 150cv 4x2;2.4;150 hp;4;1000 km;Diésel;4x2;5;Manual;ARS;24900000;206361922;LOPCAR S.A.;FALSO;Argentina;Córdoba;Córdoba;Villa Cabrera
MLA1378229235;MLA1744;Toyota Hilux 2.8 Cd Srx 177cv 4x2 At 23´;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x2;2.8;177 hp;4;0 km;Eléctrico;4x2;5;Manual;ARS;50993000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;Lanús Oeste
MLA1453328718;MLA1744;Toyota Hilux 2.4 Cd Dx 150cv 4x2;Nuevo;2023;Toyota;Hilux;2.4 Cd 150cv 4x2;2.4;150 hp;4;0 km;Diésel;4x2;5;Manual;ARS;32306000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;Lanús Oeste
MLA1431251066;MLA1744;Hilux 4x2 Dc Srx 2.8 Tdi 6 At E.f;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x2;2.8;177 hp;4;0 km;Diésel;4x2;5;Manual;ARS;43782260;261703851;TOYOTA KANSAI_CABALLITO;VERDADERO;Argentina;Capital Federal;Capital Federal;Caballito
MLA1361874579;MLA1744;Hilux 4x4 Dc Srx 2.8 Tdi 6 At 23´;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;57700000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1366801088;MLA1744;Hilux 4x4 Srv Mt Dc 2.8;Nuevo;2023;Toyota;Hilux;2.8 Cd Srv 177cv 4x4;2.8;177 hp;4;0 km;Diésel;4x4;5;Manual;ARS;48115000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1655348900;MLA1744;Volkswagen Amarok V6 Highline 4x4 At Extreme Hilux;Usado;2022;Toyota;Hilux;2.8 Cd Srx 177cv 4x2 At;2.8;177 hp;4;1000 km;Diésel;4x2;5;Automática;USD;41990;305691740;NICOLASRICC;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;Villa Maipú
MLA1362269806;MLA1744;Hilux 4x2 Dc Srx 2.8 Tdi 6 At 23´;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x2;2.8;177 hp;4;0 km;Diésel;4x2;5;Manual;ARS;50993000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1362282730;MLA1744;Hilux 4x2 Dc Sr 2.4 Tdi 6 At;Nuevo;2023;Toyota;Hilux;2.4 Cd Sr 150cv 4x2;2.4;150 hp;4;0 km;Diésel;4x2;5;Manual;ARS;38371000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1362295372;MLA1744;Hilux 4x4 Dc Srv 2.8 Tdi 6 At;Nuevo;2023;Toyota;Hilux;2.8 Cd Srv 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;51371000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1362360134;MLA1744;Toyota Hilux 4x4 Dc Srx 2.8  At 23´;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;57700000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1602710204;MLA1744;Toyota Hilux Srv 2.8 4x4 Mt;Usado;2021;Toyota;Hilux;2.8 Cd Srv 177cv 4x4;2.8;177 hp;4;54000 km;Diésel;4x4;5;Manual;ARS;27900000;206361922;LOPCAR S.A.;FALSO;Argentina;Córdoba;Córdoba;Villa Cabrera
MLA1362334448;MLA1744;Hilux 4x2 Dc Srx 2.8 Tdi 6 At 23´;Nuevo;2022;Toyota;Hilux;2.8 Cd Srx 177cv 4x2 At;2.8;177 hp;4;0 km;Diésel;4x2;5;Automática;ARS;50993000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1361837035;MLA1744;Toyota Hilux 2.4 Cd Dx 150cv 4x2;Nuevo;2021;Toyota;Hilux;2.4 Cd Dx 150cv 4x2;2.4;150 hp;4;0 km;Diésel;4x2;5;Manual;ARS;32306000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1405304401;MLA1744;Toyota Hilux;Usado;2012;Toyota;Hilux;3.0 Cd Srv Cuero I 171cv 4x4;3.0;171 hp;4;217000 km;Diésel;4x4;5;Manual;USD;19500;18674950;MARCHE-79;FALSO;Argentina;Capital Federal;Capital Federal;Liniers
MLA1644238598;MLA1744;Toyota Hilux 4x4 D.cabina 2.8 4x4 D.c Dlx;Usado;2000;Toyota;Hilux 4x4 D.Cabina;2.8 4x4 D.C DLX;2.8;177 hp;4;300000 km;Diésel;4x4;5;Manual;ARS;9900000;23284480;AUTOGRINGO;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1632505786;MLA1744;Toyota Hilux 2.8 Cd Srx 177cv 4x4 At /// 2019 - 39.000km;Usado;2019;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;39000 km;Diésel;4x4;5;Automática;USD;37000;77745224;CAR.ANT;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro;Villa Adelina
MLA1401259013;MLA1744;Toyota Hilux 2.8 Cd Srv 177cv 4x4 At 0km;Nuevo;2023;Toyota;Hilux;2.8 Cd Srv 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;45550000;635202584;MIRETTI.AUTOS;FALSO;Argentina;Córdoba;Córdoba;Alto Verde
MLA1612808322;MLA1744;Toyota Hilux 2.8 Dc 4x4 Tdi Srx L20 2021;Usado;2021;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;;;4;25000 km;Diésel;;;Manual;ARS;46000000;205227756;AUTOROSARIOSA;FALSO;Argentina;Santa Fe;Rosario;Centro
MLA1398600857;MLA1744;Toyota Hilux 3.0 Cd Srv Cuero I 171cv 4x4;Usado;2013;Toyota;Hilux;3.0 Cd Srv Cuero I 171cv 4x4;3.0;171 hp;4;215000 km;Diésel;4x4;5;Manual;USD;19500;1280344673;RANGUGNI_AUTO;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Pilar;Pilar
MLA1631907330;MLA1744;Toyota Hilux Srx 4x4 At - Septiembre 2023 - Maquin Parts;Usado;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;1000 km;Diésel;4x4;5;Automática;USD;47000;203947777;HORACIOSOLJAN;FALSO;Argentina;Santa Fe;General López;Venado Tuerto
MLA1394130633;MLA1744;Toyota Hilux Sr 2.4 Tdi 6 Mt;Usado;2021;Toyota;Hilux;2.4 Cd Sr 150cv 4x2;2.4;150 hp;4;21000 km;Diésel;4x2;5;Manual;ARS;36500000;109109835;JN-AUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal;Villa Luro
MLA1393327141;MLA1744;Toyota Hilux 2018 2.8 Cd Sr 177cv 4x4;Usado;2018;Toyota;Hilux;2.8 Cd Sr 177cv 4x4;2.8;177 hp;4;136000 km;Diésel;4x4;5;Manual;ARS;25000000;23284480;AUTOGRINGO;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1387699911;MLA1744;Toyota Hilux 4x2 Srx 2.8 Tdi 6at 2024 0km F;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x2 At;2.8;177 hp;4;0 km;Diésel;4x2;5;Automática;ARS;41697000;403624569;TOYOTA KANSAI_CENTRAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Floresta
MLA1504808090;MLA1744;Hilux 4x4 2.8 Tdi Srv 6mt 0km 2024 F;Nuevo;2023;Toyota;Hilux;2.8 Cd Srv 177cv 4x4;2.8;177 hp;4;0 km;Diésel;4x4;5;Manual;ARS;37575000;403624569;TOYOTA KANSAI_CENTRAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Floresta
MLA1640760432;MLA1744;Toyota Hilux 2015 3.0 Cd Srv 171cv 4x4 - A3;Usado;2015;Toyota;Hilux;3.0 Cd Srv 171cv 4x4 - A3;3.0;171 hp;4;230000 km;Diésel;4x4;5;Manual;USD;21800;43478263;MATI.T2011;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;
MLA1403506209;MLA1744;Toyota Hilux 2020 2.8 Cd Sr 177cv 4x4;Usado;2020;Toyota;Hilux;2.8 Cd Sr 177cv 4x4;2.8;177 hp;4;82000 km;Diésel;4x4;5;Manual;ARS;18000000;82425259;MFAUTOMOVILES;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;Lanús Este
MLA1649816628;MLA1744;Toyota Hilux 2006 3.0 D/cab 4x4 Srv Lim P/4;Usado;2006;Toyota;Hilux;3.0 D/cab 4x4 Srv Lim P/4;3.0;125 hp;4;189000 km;Diésel;4x4;3;Manual;USD;16500;199224010;LOIZZORODRIGO;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;
MLA1376477973;MLA1744;Toyota Hilux 4x4 Dc Dx 2.4 Tdi 6 Mt Fb5 $ 36.035.000;Nuevo;2023;Toyota;Hilux;2.4 Cd Dx 150cv 4x4;2.4;150 hp;4;0 km;Eléctrico;4x4;5;Manual;ARS;36035000;1125510533;KANSAI PLAN;VERDADERO;Argentina;Capital Federal;Capital Federal;Villa Urquiza
MLA1432379170;MLA1744;Toyota Hilux 4x4 Srx At Nuevo Modelo 2024 - E;Nuevo;2023;Toyota;Hilux;2.8 Cd Limited 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;46948280;577755335;LEONARDO MAGNONE-KANSAI;VERDADERO;Argentina;Capital Federal;Capital Federal;Caballito
MLA1372530081;MLA1744;Toyota Hilux Dc Srx 4x4 2.8 Tdi 6at E.f;Nuevo;2023;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;0 km;Diésel;4x4;5;Automática;ARS;49295940;261703851;TOYOTA KANSAI_CABALLITO;VERDADERO;Argentina;Capital Federal;Capital Federal;Caballito
MLA1366877487;MLA1744;Hilux 4x4 Dc Dx 2.4 Tdi 6 Mt;Nuevo;2023;Toyota;Hilux;2.4 Cd Dx 150cv 4x4;2.4;150 hp;4;0 km;Diésel;4x4;5;Manual;ARS;37837000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1616982462;MLA1744;Toyota Srv 2.8 Tdi 4x2 Mt;Usado;2023;Toyota;Hilux;2.8 Cd Srv 177cv 4x2;2.8;177 hp;4;1000 km;Diésel;4x2;5;Manual;ARS;31500000;206361922;LOPCAR S.A.;FALSO;Argentina;Córdoba;Córdoba;Villa Cabrera
MLA1361862437;MLA1744;Toyota Hilux 2.8 Cd Srx 177cv 4x2 At 23´;Nuevo;2021;Toyota;Hilux;2.8 Cd Srx 177cv 4x4;2.8;177 hp;4;0 km;Diésel;4x4;5;Manual;ARS;50993000;171111667;TOYOTA ZENTO.SA;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1654519926;MLA1744;Toyota Hilux 2018 2.8 Cd Srx 177cv 4x4 At;Usado;2018;Toyota;Hilux;2.8 Cd Srx 177cv 4x4 At;2.8;177 hp;4;125000 km;Diésel;4x4;5;Automática;USD;28100;15147548;SHERPACARS;FALSO;Argentina;Bs.As. G.B.A. Norte;Pilar;
MLA1652605398;MLA1744;Toyota Hilux Dx 2.3 4x4 Taraborelli Usados Bariloche *;Usado;2023;Toyota;Hilux;2.4 Cd Dx 150cv 4x4;2.4;150 hp;4;3300 km;Diésel;4x4;5;Manual;ARS;40790000;270308862;TARABORELLIUSADOSBRC;FALSO;Argentina;Río Negro;Bariloche;San Carlos de Bariloche
MLA1405529309;MLA1744;Toyota Hilux 2.8 Cd Sr 177cv 4x4;Usado;2021;Toyota;Hilux;2.8 Cd Sr 177cv 4x4;2.8;177 hp;4;25000 km;Diésel;4x4;5;Manual;USD;29000;1330581650;BRENSONBRENSON20230314130003;FALSO;Argentina;Capital Federal;Capital Federal;Barrio Norte
